region,year,protesterviolence,participants_category,demand_political_behavior_process,demand_labor_wage_dispute,demand_police_brutality,demand_social_restrictions,demand_land_farm_issue,demand_politician_removal,demand_price_inc_tax_policy,response_category_2,response_category_3
Europe,2015,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2015,1,5000-10000,1,0,0,0,0,0,0,0,1
Europe,2015,1,2000-4999,1,0,0,0,0,0,0,0,1
Europe,2015,0,1000-1999,1,0,0,0,0,0,0,0,1
Europe,2015,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2015,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,2015,1,100-999,1,0,0,0,0,0,0,0,1
Europe,2015,0,5000-10000,1,0,0,0,0,0,0,0,1
Europe,2015,0,5000-10000,1,0,0,0,0,0,0,0,1
Europe,2015,1,5000-10000,1,0,0,0,0,0,0,0,1
Europe,2015,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2016,1,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2016,0,1000-1999,0,1,0,0,0,0,0,0,0
Europe,2016,1,>10000,1,1,0,0,0,0,0,0,1
Europe,2016,1,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,1,50-99,0,1,0,0,0,0,0,0,1
Europe,2016,0,50-99,0,0,0,0,0,0,1,0,0
Europe,2016,1,100-999,1,0,0,0,0,0,0,0,1
Europe,2016,1,100-999,1,0,0,0,0,0,0,0,1
Europe,2016,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2016,1,>10000,1,0,0,0,0,0,0,0,1
Europe,2016,0,100-999,1,0,0,0,0,0,1,0,0
Europe,2016,1,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2016,1,100-999,1,0,0,0,0,0,0,0,0
Europe,2016,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,2000-4999,1,0,0,0,0,0,1,0,0
Europe,2016,0,>10000,1,0,0,0,0,0,1,0,0
Europe,2016,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,1,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2016,0,1000-1999,1,0,0,0,0,0,0,0,1
Europe,2017,1,100-999,1,0,0,0,0,0,0,1,2
Europe,2017,0,5000-10000,0,1,0,0,0,0,0,0,0
Europe,2017,0,>10000,0,1,0,0,0,0,1,0,0
Europe,2017,1,>10000,0,1,0,0,0,0,1,0,0
Europe,2017,1,5000-10000,0,1,0,0,0,0,0,0,0
Europe,2017,0,1000-1999,0,1,0,0,0,0,0,0,0
Europe,2017,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2018,1,>10000,0,1,0,0,1,0,0,0,1
Europe,2018,0,>10000,1,0,0,0,0,0,0,0,0
Europe,2018,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,2018,0,5000-10000,1,0,0,0,0,0,0,0,1
Europe,2019,1,>10000,1,0,0,0,0,0,0,0,1
Europe,2019,1,2000-4999,1,0,0,0,0,0,0,0,1
Europe,2019,0,1000-1999,1,0,0,0,0,0,0,0,1
Europe,2019,0,100-999,1,0,0,0,0,0,0,0,1
Europe,2019,1,50-99,1,0,0,0,0,0,0,0,1
Europe,2020,1,2000-4999,1,0,0,0,0,0,0,0,1
Europe,2020,1,50-99,1,0,0,0,0,0,0,0,1
Europe,2020,1,1000-1999,1,0,0,0,0,0,0,0,1
Europe,1990,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1993,0,100-999,1,0,0,0,0,0,0,0,0
Europe,1993,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,1993,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,1993,0,100-999,1,0,0,0,0,0,0,0,1
Europe,1996,1,2000-4999,1,0,0,0,0,0,0,0,1
Europe,1997,0,100-999,1,0,0,1,0,0,0,0,0
Europe,1997,0,1000-1999,1,0,0,0,0,0,0,0,1
Europe,2000,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2000,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2000,0,100-999,1,0,0,0,0,0,0,0,1
Europe,2002,0,>10000,1,0,0,0,0,0,0,0,0
Europe,2002,0,5000-10000,0,0,0,0,0,1,0,0,0
Europe,2002,0,>10000,1,0,0,0,0,1,0,0,1
Europe,2003,0,>10000,1,0,0,0,0,0,0,0,1
Europe,2003,0,>10000,1,0,0,0,0,1,0,0,0
Europe,2003,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2004,0,>10000,1,0,0,0,0,0,0,0,0
Europe,2004,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2004,0,>10000,1,0,0,0,0,0,0,0,0
Europe,2005,0,100-999,0,1,0,0,0,0,1,1,2
Europe,2008,0,50-99,0,0,0,0,1,0,0,0,1
Europe,2008,0,100-999,0,0,0,0,0,0,1,0,1
Europe,2008,1,100-999,0,0,1,0,0,0,0,0,1
Europe,2009,1,100-999,0,1,0,0,0,0,0,0,1
Europe,2009,0,100-999,1,1,0,0,0,0,0,0,0
Europe,2009,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2009,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2009,0,100-999,1,0,0,0,0,0,0,0,1
Europe,2009,0,100-999,0,1,0,0,0,0,0,0,1
Europe,2009,0,100-999,0,0,0,0,1,0,0,0,1
Europe,2009,0,100-999,1,1,0,0,0,0,0,0,0
Europe,2009,0,50-99,1,0,0,0,0,1,0,1,2
Europe,2009,0,50-99,0,1,0,0,0,0,0,0,0
Europe,2009,0,100-999,0,0,1,0,0,0,0,0,0
Europe,2009,0,50-99,1,0,0,0,0,0,1,0,0
Europe,2009,1,100-999,0,0,1,0,0,0,0,1,2
Europe,2009,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2009,1,2000-4999,1,1,0,0,0,0,0,1,2
Europe,2009,1,100-999,0,0,1,0,0,0,0,0,1
Europe,2009,0,50-99,1,0,0,0,0,0,0,0,1
Europe,2010,0,1000-1999,1,0,0,0,0,0,0,0,1
Europe,2010,0,100-999,1,0,0,1,0,0,0,0,1
Europe,2010,1,2000-4999,1,1,0,0,0,0,0,0,1
Europe,2010,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2010,0,2000-4999,1,0,0,0,0,1,0,0,1
Europe,2010,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2010,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2010,1,2000-4999,1,1,0,0,0,0,0,1,2
Europe,2010,1,100-999,1,0,0,0,0,0,0,0,1
Europe,2010,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2010,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2010,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2011,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2011,0,>10000,1,1,0,0,0,0,0,0,0
Europe,2011,0,100-999,0,1,0,0,0,0,0,0,1
Europe,2011,0,>10000,1,1,0,0,0,0,0,0,0
Europe,2011,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2011,0,100-999,0,1,0,0,0,0,0,0,1
Europe,2011,1,2000-4999,1,1,0,0,0,0,0,0,1
Europe,2011,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2011,0,50-99,0,1,0,0,0,0,0,0,0
Europe,2011,0,50-99,0,1,0,0,0,0,0,0,1
Europe,2011,0,50-99,0,1,0,0,0,0,0,0,0
Europe,2011,1,50-99,1,0,0,0,0,0,0,0,1
Europe,2011,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2011,1,2000-4999,0,0,0,0,0,1,0,0,1
Europe,2011,0,100-999,0,0,0,0,0,1,0,0,1
Europe,2011,0,100-999,0,0,0,0,0,1,0,0,1
Europe,2011,0,100-999,0,0,1,0,0,0,0,0,1
Europe,2011,0,50-99,0,0,0,0,0,1,0,0,0
Europe,2011,0,50-99,0,0,0,0,0,1,0,0,0
Europe,2011,0,100-999,0,0,0,0,0,0,1,0,0
Europe,2011,0,50-99,0,0,0,0,0,1,0,0,0
Europe,2011,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2011,0,2000-4999,1,1,0,0,0,1,0,0,1
Europe,2011,0,100-999,1,1,0,0,0,0,0,0,0
Europe,2011,0,100-999,1,1,0,0,0,0,0,0,0
Europe,2012,0,1000-1999,0,1,0,0,0,0,0,0,1
Europe,2012,0,2000-4999,0,1,0,0,0,0,0,0,0
Europe,2012,0,100-999,0,0,0,0,0,0,1,0,0
Europe,2012,1,100-999,0,1,0,0,0,0,0,0,1
Europe,2012,0,50-99,1,0,0,0,0,0,0,0,1
Europe,2012,0,100-999,0,1,0,0,0,0,0,0,1
Europe,2012,1,50-99,1,1,0,0,0,0,0,1,2
Europe,2012,0,100-999,0,1,0,0,0,0,0,0,1
Europe,2012,0,100-999,0,1,0,0,0,0,0,0,1
Europe,2012,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2012,0,50-99,0,1,0,0,0,0,0,0,0
Europe,2012,1,50-99,1,0,0,0,0,0,1,0,1
Europe,2013,0,100-999,1,0,0,0,0,0,1,0,0
Europe,2013,0,1000-1999,1,0,0,0,0,0,1,0,1
Europe,2013,1,100-999,1,0,0,0,0,0,1,0,1
Europe,2013,0,2000-4999,1,0,0,0,0,1,0,0,1
Europe,2013,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2013,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,2013,0,100-999,0,1,0,0,0,1,0,0,1
Europe,2013,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,2013,0,100-999,1,1,0,0,0,0,0,0,0
Europe,2013,0,100-999,1,0,0,0,0,0,0,0,1
Europe,2013,0,100-999,1,0,0,0,0,0,0,0,1
Europe,2013,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2013,0,100-999,0,0,0,0,0,0,1,0,1
Europe,2013,0,100-999,0,0,0,0,0,0,1,0,1
Europe,2014,1,50-99,1,0,0,0,0,0,1,0,1
Europe,2014,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2014,0,100-999,0,1,0,0,0,0,0,0,0
Europe,2014,1,100-999,1,1,0,0,0,0,0,0,1
Europe,2014,0,100-999,1,1,0,0,0,0,0,0,1
Europe,2014,0,100-999,1,1,0,0,0,0,0,0,1
Europe,2014,1,100-999,1,0,0,0,0,0,0,0,1
Europe,2014,0,50-99,0,1,0,0,0,0,1,0,1
Europe,2014,0,2000-4999,0,0,0,1,0,0,0,0,0
Europe,2014,0,100-999,1,0,0,0,0,0,0,0,1
Europe,2014,0,50-99,0,0,0,0,1,0,0,0,0
Europe,2014,1,100-999,1,0,0,0,0,0,0,0,1
Europe,2014,0,50-99,0,1,0,0,0,0,0,0,0
Europe,2014,0,50-99,1,0,0,0,1,0,0,0,0
Europe,2014,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2018,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2018,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2018,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2018,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,2018,0,100-999,0,0,0,0,0,0,1,0,0
Europe,2019,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2019,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2019,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2020,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2020,1,100-999,1,0,0,0,0,0,0,0,1
Europe,1990,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,1990,0,1000-1999,1,0,0,0,0,0,0,0,1
Europe,1990,0,>10000,1,0,0,0,0,0,0,0,1
Europe,1990,0,50-99,0,0,0,1,0,0,0,0,0
Europe,1990,0,5000-10000,1,0,0,0,0,0,0,0,1
Europe,1990,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1990,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,1990,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1990,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1990,0,2000-4999,1,0,1,0,0,0,0,0,0
Europe,1990,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1990,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,1990,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1990,0,1000-1999,1,0,0,0,0,1,1,0,1
Europe,1990,0,1000-1999,1,0,0,1,0,0,0,0,0
Europe,1990,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,1990,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1990,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1990,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,1990,0,1000-1999,1,0,0,0,0,0,0,0,1
Europe,1990,1,>10000,1,0,0,0,0,0,0,1,2
Europe,1990,1,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1990,0,>10000,0,0,0,0,0,1,0,0,0
Europe,1990,0,>10000,0,0,0,0,0,1,1,0,0
Europe,1990,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,1990,0,5000-10000,0,0,0,0,0,1,1,0,1
Europe,1990,0,100-999,1,0,0,1,0,1,0,0,0
Europe,1990,0,>10000,0,0,0,0,0,1,0,0,1
Europe,1990,1,100-999,0,0,0,0,0,1,0,0,1
Europe,1990,0,>10000,0,0,0,0,0,1,0,0,1
Europe,1990,0,5000-10000,0,0,0,0,0,1,0,0,1
Europe,1990,1,2000-4999,0,0,0,0,0,1,0,0,1
Europe,1990,1,>10000,0,0,0,0,0,1,0,0,0
Europe,1990,0,50-99,0,0,0,0,0,1,0,0,1
Europe,1990,0,2000-4999,0,0,0,0,0,1,0,0,1
Europe,1991,0,>10000,1,0,0,0,0,1,0,0,0
Europe,1991,0,2000-4999,0,0,1,0,0,0,0,0,1
Europe,1991,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1991,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,1991,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1992,0,2000-4999,0,1,0,0,0,0,0,0,0
Europe,1992,1,50-99,1,0,0,0,0,0,0,0,1
Europe,1993,0,>10000,0,0,0,0,0,1,0,0,0
Europe,1995,0,100-999,1,0,0,0,1,0,0,1,2
Europe,1995,0,>10000,1,0,0,0,1,0,0,0,1
Europe,1995,0,>10000,1,0,0,0,1,0,0,0,0
Europe,1995,0,50-99,1,0,0,0,1,0,0,0,0
Europe,1995,0,100-999,1,0,0,0,0,0,0,0,0
Europe,1996,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1996,0,100-999,1,0,0,0,0,0,0,0,0
Europe,1997,0,>10000,0,0,0,0,0,1,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,1,>10000,1,0,0,0,0,0,0,1,2
Europe,1997,0,>10000,1,0,0,0,0,0,0,0,1
Europe,1997,0,>10000,1,0,0,0,0,0,0,0,1
Europe,1997,0,50-99,1,0,0,0,0,1,0,0,0
Europe,1997,0,>10000,1,0,0,0,0,0,0,0,1
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1997,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,1
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1997,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,1997,0,100-999,0,1,0,0,0,0,0,0,0
Europe,1999,0,>10000,0,1,0,0,0,0,0,0,0
Europe,2000,0,5000-10000,1,1,0,0,0,1,0,0,0
Europe,2001,0,2000-4999,1,0,0,0,0,1,0,0,0
Europe,2003,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2004,0,50-99,0,0,1,0,0,0,0,1,2
Europe,2004,0,>10000,1,0,0,0,0,1,0,0,0
Europe,2005,0,50-99,0,0,0,0,1,0,0,0,0
Europe,2005,0,50-99,1,1,0,0,0,0,0,0,1
Europe,2005,0,50-99,0,0,0,0,1,0,0,0,0
Europe,2005,0,100-999,1,1,0,0,0,0,0,0,1
Europe,2005,0,2000-4999,1,1,0,0,0,0,0,0,0
Europe,2007,0,2000-4999,0,1,0,0,0,0,0,0,0
Europe,2008,0,100-999,0,0,0,1,0,0,0,0,1
Europe,2008,0,50-99,0,1,0,0,0,0,1,0,1
Europe,2008,0,50-99,1,1,0,0,0,0,0,0,0
Europe,2008,0,50-99,1,1,0,0,0,0,0,0,0
Europe,2008,0,1000-1999,0,1,0,0,0,0,1,0,0
Europe,2009,1,2000-4999,1,1,0,0,0,1,1,1,2
Europe,2009,0,50-99,1,1,0,0,0,1,1,0,0
Europe,2009,0,5000-10000,0,1,0,0,0,0,0,0,0
Europe,2011,1,100-999,0,0,1,0,0,0,0,1,2
Europe,2011,0,2000-4999,0,0,0,0,0,0,1,0,1
Europe,2011,0,1000-1999,0,0,0,1,0,0,0,0,0
Europe,2012,0,50-99,0,1,0,0,0,0,0,0,0
Europe,2012,0,5000-10000,1,0,0,0,0,0,0,0,1
Europe,2012,1,50-99,0,0,0,0,1,0,0,0,0
Europe,2012,0,1000-1999,0,0,0,0,1,0,0,0,0
Europe,2012,0,2000-4999,0,0,0,1,0,0,0,0,0
Europe,2013,1,>10000,1,1,0,0,0,1,1,1,2
Europe,2013,1,2000-4999,1,0,0,0,0,1,0,0,1
Europe,2013,0,1000-1999,0,1,0,0,0,0,0,0,1
Europe,2013,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,2013,0,2000-4999,1,1,0,0,0,0,0,0,0
Europe,2014,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2014,0,5000-10000,1,1,0,0,0,0,1,0,1
Europe,2016,1,100-999,1,0,0,0,0,0,0,0,1
Europe,2018,0,50-99,0,1,0,0,0,0,0,0,0
Europe,2018,0,2000-4999,0,0,0,0,1,0,0,0,0
Europe,2018,0,5000-10000,0,0,0,0,0,0,1,0,0
Europe,2018,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2019,0,50-99,0,0,0,1,0,0,0,0,0
Europe,2019,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2020,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1991,1,100-999,1,0,0,0,0,0,0,0,1
Europe,1991,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1991,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1991,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1991,1,100-999,1,0,0,0,0,0,0,0,0
Europe,1991,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1991,0,100-999,1,0,1,0,0,0,0,0,0
Europe,1992,0,1000-1999,1,0,0,0,0,1,0,0,1
Europe,1993,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1993,0,>10000,1,0,0,0,0,0,0,0,0
Europe,1994,0,2000-4999,1,0,0,1,0,0,0,0,0
Europe,1995,0,50-99,1,1,0,0,0,1,0,0,0
Europe,1995,0,50-99,1,1,0,0,0,1,0,0,0
Europe,1995,0,5000-10000,1,1,0,0,0,1,0,0,0
Europe,1995,0,50-99,1,1,0,0,0,0,0,0,1
Europe,1995,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,1995,0,5000-10000,0,1,0,0,0,1,0,0,1
Europe,1995,0,2000-4999,0,1,0,1,0,1,0,0,0
Europe,1995,0,5000-10000,0,1,0,0,0,1,0,0,1
Europe,1995,0,2000-4999,0,1,0,1,0,1,0,0,0
Europe,1995,0,2000-4999,0,1,0,1,0,1,0,0,0
Europe,1997,0,2000-4999,0,1,0,0,0,0,1,0,0
Europe,1998,0,50-99,1,1,0,0,0,0,0,0,0
Europe,1998,0,5000-10000,1,1,0,0,0,0,0,0,0
Europe,1998,1,>10000,0,1,0,0,0,0,0,0,1
Europe,1999,1,2000-4999,0,1,0,0,0,0,0,0,1
Europe,1999,1,2000-4999,0,1,0,0,0,0,0,0,1
Europe,2000,0,>10000,0,1,0,0,0,0,0,0,1
Europe,2000,1,5000-10000,0,0,0,0,0,0,1,1,2
Europe,2000,1,>10000,0,0,1,0,0,0,1,1,2
Europe,2000,1,5000-10000,0,0,0,0,0,0,1,1,2
Europe,2000,0,2000-4999,0,0,0,0,0,0,1,0,1
Europe,2000,0,2000-4999,1,0,0,0,1,1,1,0,0
Europe,2000,0,2000-4999,1,1,0,0,0,0,1,0,1
Europe,2000,0,50-99,1,0,0,0,0,0,0,0,1
Europe,2001,0,100-999,1,0,0,1,0,0,0,0,0
Europe,2002,0,>10000,1,0,0,1,0,1,0,0,1
Europe,2002,0,>10000,1,0,0,1,0,0,0,0,1
Europe,2002,0,>10000,1,0,0,1,0,0,0,0,1
Europe,2002,0,>10000,1,0,0,1,0,0,0,0,1
Europe,2002,0,>10000,0,0,0,0,0,1,0,0,0
Europe,2002,0,>10000,1,0,0,0,0,1,0,0,1
Europe,2002,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,2002,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2003,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,2003,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,2003,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2003,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2003,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2003,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,2003,0,100-999,0,0,1,0,0,0,0,0,1
Europe,2003,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2003,0,5000-10000,1,0,0,0,0,1,0,1,2
Europe,2004,0,100-999,1,0,0,0,0,0,0,0,1
Europe,2004,0,100-999,1,0,0,0,0,1,0,0,0
Europe,2004,0,100-999,1,0,0,0,0,0,0,1,2
Europe,2004,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2004,0,50-99,1,0,0,0,0,0,0,0,1
Europe,2004,0,2000-4999,1,0,1,0,0,0,0,0,0
Europe,2004,0,100-999,1,0,1,0,0,0,0,0,0
Europe,2006,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2008,0,100-999,0,0,0,0,0,1,0,0,0
Europe,2009,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,2009,1,>10000,1,0,0,0,0,0,0,1,2
Europe,2009,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,2009,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2009,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2011,0,100-999,1,0,0,0,0,1,0,0,0
Europe,2012,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2012,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2013,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2013,0,>10000,1,0,0,0,0,1,0,0,0
Europe,2015,0,5000-10000,1,0,0,0,0,0,0,0,0
Europe,2015,0,>10000,0,0,0,0,0,1,0,1,2
Europe,2015,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2015,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2015,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2015,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2015,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2015,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2015,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2015,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2015,0,>10000,0,0,0,0,0,1,0,0,0
Europe,2015,0,2000-4999,1,0,0,0,0,1,0,0,0
Europe,2015,1,5000-10000,1,0,0,0,0,1,0,0,0
Europe,2015,0,2000-4999,1,0,0,0,0,1,0,0,0
Europe,2016,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2016,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2016,1,2000-4999,1,0,0,0,0,0,0,0,1
Europe,2016,0,>10000,1,0,0,0,0,1,0,0,1
Europe,2016,0,2000-4999,1,0,0,0,0,1,0,0,0
Europe,2016,0,2000-4999,0,0,0,0,0,1,0,0,0
Europe,2016,0,>10000,0,0,0,0,0,1,0,0,1
Europe,2016,0,50-99,0,0,0,0,0,1,0,0,0
Europe,2016,0,50-99,1,0,0,0,0,1,0,0,0
Europe,2016,1,2000-4999,0,0,0,0,0,1,0,0,1
Europe,2016,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,2016,0,50-99,1,0,0,0,0,0,0,0,0
Europe,2016,0,100-999,1,0,0,0,0,0,0,0,0
Europe,2017,0,>10000,0,1,0,0,0,0,0,0,0
Europe,2017,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2017,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2017,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,2018,0,>10000,1,0,0,0,0,0,0,1,2
Europe,2019,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1990,0,100-999,0,0,0,0,0,1,0,0,0
Europe,1990,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,1990,0,2000-4999,1,0,0,0,0,1,0,0,0
Europe,1990,0,1000-1999,1,0,0,0,0,0,0,0,0
Europe,1990,0,>10000,1,0,0,0,0,1,0,0,1
Europe,1990,0,2000-4999,1,0,0,0,0,1,0,0,0
Europe,1990,0,2000-4999,0,0,0,0,0,1,0,0,1
Europe,1990,0,2000-4999,1,1,0,0,0,1,0,0,1
Europe,1990,0,50-99,1,0,0,0,0,0,0,0,0
Europe,1990,0,100-999,0,0,0,0,0,1,0,0,0
Europe,1990,0,100-999,1,0,0,0,0,0,0,0,0
Europe,1990,1,>10000,1,0,0,0,0,0,0,0,1
Europe,1990,0,1000-1999,0,1,0,0,0,0,0,0,0
Europe,1990,0,100-999,0,1,0,0,0,0,0,0,0
Europe,1990,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1990,0,>10000,0,0,0,1,0,0,0,0,0
Europe,1990,1,5000-10000,0,0,0,0,0,1,0,1,2
Europe,1990,0,2000-4999,1,0,0,0,0,0,0,0,0
Europe,1990,0,>10000,0,0,0,1,0,0,0,0,0
Europe,1990,0,1000-1999,0,0,0,1,0,0,0,0,1
Europe,1990,0,2000-4999,1,0,0,0,0,0,0,0,1
Europe,1990,0,100-999,1,0,0,0,0,0,0,0,0
Europe,1990,0,100-999,1,0,0,0,0,0,0,0,0
